"periode","prod totale","prod PV","prod eolien"
861,63263.500,0.000,3025.490
862,59518.000,0.000,3025.490
863,57680.000,0.000,3025.490
864,59751.000,0.000,3025.490
865,58642.000,0.000,3025.490
866,55401.000,0.000,2792.760
867,54296.000,0.000,2792.760
868,51597.000,0.000,2792.760
869,49892.500,0.000,2792.760
870,49873.500,0.000,2792.760
871,51366.000,0.000,2560.030
872,53746.500,0.000,2560.030
873,55752.500,0.000,2792.760
874,58703.500,376.320,3025.490
875,60266.500,752.640,3258.220
876,60924.000,1128.960,3258.220
877,62700.500,1505.280,3258.220
878,62592.500,1693.440,3490.950
879,59355.000,1317.120,3723.680
880,57416.000,940.800,4189.140
881,56351.000,564.480,4654.600
882,56579.000,188.160,4887.330
883,59858.000,0.000,5120.060
884,62877.000,0.000,5585.520
885,60796.500,0.000,6050.980
886,57700.000,0.000,6283.710
887,56294.000,0.000,6283.710
888,58933.000,0.000,6283.710
889,58135.500,0.000,6050.980
890,55290.000,0.000,6050.980
891,54554.000,0.000,6283.710
892,51981.000,0.000,6516.440
893,50319.500,0.000,5585.520
894,50151.000,0.000,5120.060
895,51307.000,0.000,5585.520
896,53020.500,0.000,5585.520
897,54677.000,188.160,5585.520
898,58070.500,940.800,5352.790
899,61078.500,1881.600,5352.790
900,62676.500,2634.240,5585.520
901,64893.500,3198.720,6050.980
902,64428.500,3386.880,5818.250
903,60638.500,3198.720,5585.520
904,58572.500,2446.080,4887.330
905,57838.000,1317.120,4654.600
906,58680.500,376.320,4421.870
907,64201.500,0.000,4189.140
908,68656.000,0.000,3956.410
909,66675.000,0.000,3723.680
910,63830.000,0.000,3025.490
911,62285.000,0.000,2560.030
912,64657.500,0.000,2094.570
913,63967.000,0.000,1629.110
914,61491.500,0.000,1396.380
915,61136.000,0.000,1396.380
916,58941.500,0.000,1396.380
917,57836.500,0.000,1396.380
918,59610.500,0.000,1163.650
919,64477.500,0.000,1163.650
920,71024.000,0.000,1396.380
921,74890.500,188.160,1396.380
922,76662.500,1128.960,1396.380
923,77078.500,1881.600,1163.650
924,77288.500,2446.080,1163.650
925,78571.500,2634.240,1163.650
926,78035.500,2446.080,1163.650
927,76138.000,1881.600,1396.380
928,74171.500,1505.280,1396.380
929,73242.000,752.640,1629.110
930,73266.000,188.160,2094.570
931,76402.000,0.000,2327.300
932,79873.500,0.000,2327.300
933,76248.500,0.000,2560.030
934,71808.500,0.000,2560.030
935,69297.000,0.000,2560.030
936,71137.000,0.000,2560.030
937,70033.000,0.000,2327.300
938,67130.000,0.000,2327.300
939,66656.500,0.000,2327.300
940,64500.000,0.000,2560.030
941,63372.000,0.000,2560.030
942,64668.500,0.000,2327.300
943,69294.000,0.000,1861.840
944,75739.000,0.000,2094.570
945,79236.000,188.160,2094.570
946,80785.500,1128.960,2094.570
947,80961.500,1881.600,2094.570
948,81126.000,2446.080,2327.300
949,82184.000,2634.240,2792.760
950,81698.000,2446.080,3490.950
951,79573.500,2069.760,4421.870
952,77521.000,1505.280,5352.790
953,76388.000,564.480,6050.980
954,76346.500,188.160,6516.440
955,79245.500,0.000,6981.900
956,82288.000,0.000,7912.820
957,78583.500,0.000,9309.200
958,74156.000,0.000,9774.660
959,71764.000,0.000,10007.390
960,73242.000,0.000,10007.390
961,71904.000,0.000,9774.660
962,69010.000,0.000,9774.660
963,68484.500,0.000,9541.930
964,66417.000,0.000,9076.470
965,65275.000,0.000,9076.470
966,66551.000,0.000,8843.740
967,70814.500,0.000,8843.740
968,76637.000,0.000,8843.740
969,80119.500,188.160,9076.470
970,82189.500,1128.960,8843.740
971,82517.000,2257.920,8611.010
972,82035.000,3386.880,8145.550
973,82533.500,3951.360,7680.090
974,81260.000,3951.360,7447.360
975,78466.000,3951.360,7680.090
976,75848.000,3198.720,7447.360
977,74837.000,1881.600,6981.900
978,74981.000,564.480,6516.440
979,79162.500,0.000,5818.250
980,84121.000,0.000,5585.520
981,81095.000,0.000,5352.790
982,76649.500,0.000,5352.790
983,74480.500,0.000,5120.060
984,76500.500,0.000,4654.600
985,75614.500,0.000,4654.600
986,72781.000,0.000,4887.330
987,72750.500,0.000,5120.060
988,70635.000,0.000,5352.790
989,69428.500,0.000,5352.790
990,70643.500,0.000,5585.520
991,75051.500,0.000,6050.980
992,81203.500,0.000,6749.170
993,84389.500,376.320,6981.900
994,85625.500,1881.600,6516.440
995,84995.500,3386.880,6749.170
996,84207.500,4327.680,7214.630
997,84486.000,4892.160,7214.630
998,83185.500,5080.320,7214.630
999,80342.500,4327.680,7447.360
1000,77734.000,3198.720,8378.280
1001,76953.500,1693.440,8843.740
1002,77410.500,376.320,9076.470
1003,80962.000,0.000,9076.470
1004,85277.000,0.000,9309.200
1005,81799.500,0.000,9309.200
1006,77479.500,0.000,9309.200
1007,75048.500,0.000,9076.470
1008,76704.000,0.000,8843.740
1009,75628.000,0.000,9309.200
1010,73228.500,0.000,9541.930
1011,73073.500,0.000,10007.390
1012,70840.500,0.000,10240.120
1013,69489.000,0.000,10240.120
1014,70595.000,0.000,10240.120
1015,74828.000,0.000,10472.850
1016,80527.500,0.000,10240.120
1017,83757.000,188.160,10240.120
1018,85396.000,564.480,10240.120
1019,85854.500,1128.960,10240.120
1020,85840.000,1505.280,10240.120
1021,86321.000,1693.440,10240.120
1022,85261.000,1881.600,10007.390
1023,82234.000,1881.600,10240.120
1024,79482.500,1505.280,10472.850
1025,77906.000,940.800,10472.850
1026,77857.500,376.320,10240.120
1027,80788.500,0.000,10240.120
1028,84515.500,0.000,10472.850
1029,81946.000,0.000,10472.850
1030,78174.000,0.000,10472.850
1031,76046.000,0.000,10007.390
1032,77918.000,0.000,10007.390
1033,76682.500,0.000,9774.660
1034,74288.500,0.000,9541.930
1035,73959.000,0.000,9309.200
1036,71432.500,0.000,9541.930
1037,69772.000,0.000,9076.470
1038,69784.000,0.000,9076.470
1039,71408.000,0.000,9076.470
1040,73805.500,0.000,9076.470
1041,76086.000,376.320,9309.200
1042,79128.500,1505.280,9309.200
1043,80221.000,2822.400,10007.390
1044,79838.000,3763.200,10240.120
1045,80550.500,4327.680,10007.390
1046,79559.500,4515.840,9774.660
1047,75533.000,4139.520,9541.930
1048,72618.500,3198.720,9309.200
1049,71258.500,2069.760,8378.280
1050,71799.000,564.480,7214.630
1051,76016.500,0.000,7447.360
1052,80739.500,0.000,7912.820
1053,79259.500,0.000,8378.280
1054,75896.000,0.000,9541.930
1055,74484.000,0.000,9774.660
1056,76920.000,0.000,9774.660
1057,76171.000,0.000,8843.740
1058,73364.500,0.000,7912.820
1059,73061.000,0.000,7912.820
1060,70692.000,0.000,8378.280
1061,68926.500,0.000,8611.010
1062,68530.500,0.000,8843.740
1063,69368.000,0.000,8843.740
1064,70845.000,0.000,9309.200
1065,72422.500,564.480,9541.930
1066,75029.000,2069.760,9309.200
1067,76275.500,3763.200,8843.740
1068,76041.000,4892.160,8611.010
1069,76634.000,5456.640,9076.470
1070,74945.000,5456.640,9541.930
1071,70198.000,4515.840,9774.660
1072,67365.000,3386.880,9774.660
1073,66316.500,1881.600,10705.580
1074,67077.500,564.480,11171.040
1075,72278.500,0.000,12101.960
1076,78140.000,0.000,13032.880
1077,76269.000,0.000,12800.150
1078,72896.500,0.000,12567.420
1079,70878.000,0.000,12101.960
1080,72462.000,0.000,12101.960
1081,71531.000,0.000,11869.230
1082,69061.000,0.000,11636.500
1083,68624.000,0.000,11869.230
1084,66497.000,0.000,12101.960
1085,64823.000,0.000,12101.960
1086,66123.000,0.000,12101.960
1087,70359.500,0.000,12334.690
1088,75976.000,0.000,12567.420
1089,78824.500,564.480,12567.420
1090,80175.000,2069.760,12334.690
1091,79700.500,3951.360,12101.960
1092,78863.000,5080.320,11403.770
1093,79223.000,5456.640,10705.580
1094,78067.500,5456.640,9541.930
1095,75511.000,4515.840,9309.200
1096,72717.000,3386.880,9076.470
1097,71193.500,1881.600,8611.010
1098,70612.500,564.480,9076.470
1099,73561.500,0.000,9774.660
1100,77966.000,0.000,10007.390
1101,74409.000,0.000,10240.120
1102,69814.500,0.000,10240.120
1103,67358.500,0.000,10240.120
1104,68843.000,0.000,10240.120
1105,67586.500,0.000,10007.390
1106,64709.000,0.000,10240.120
1107,64274.000,0.000,10705.580
1108,61970.500,0.000,11171.040
1109,60738.000,0.000,11403.770
1110,61647.000,0.000,11636.500
1111,65821.000,0.000,11869.230
1112,71805.500,0.000,12334.690
1113,74478.500,376.320,12334.690
1114,75196.500,1505.280,11171.040
1115,74207.500,2634.240,9774.660
1116,73333.500,3575.040,8843.740
1117,73814.500,4139.520,8145.550
1118,72480.000,4139.520,8378.280
1119,70034.000,3763.200,9309.200
1120,67723.500,2822.400,9774.660
1121,66539.000,1693.440,10240.120
1122,66012.500,564.480,10705.580
1123,68626.000,0.000,10705.580
1124,73075.000,0.000,10938.310
1125,70192.500,0.000,11869.230
1126,65958.000,0.000,12101.960
1127,63634.000,0.000,11403.770
1128,65044.500,0.000,11171.040
1129,63911.500,0.000,11171.040
1130,60966.500,0.000,10938.310
1131,60599.000,0.000,10240.120
1132,58243.500,0.000,9541.930
1133,56666.500,0.000,9309.200
1134,57745.500,0.000,9076.470
1135,61823.500,0.000,8843.740
1136,67185.000,0.000,9309.200
1137,70112.000,564.480,9774.660
1138,71035.000,2446.080,9541.930
1139,70001.000,4515.840,9309.200
1140,68918.500,6209.280,9774.660
1141,68876.500,6961.920,10007.390
1142,67265.500,6961.920,9774.660
1143,64647.500,6397.440,9309.200
1144,61810.500,5080.320,8145.550
1145,60223.000,3198.720,6749.170
1146,59854.500,940.800,5818.250
1147,63291.000,0.000,6050.980
1148,69174.000,0.000,6981.900
1149,66708.500,0.000,8378.280
1150,62939.000,0.000,9309.200
1151,60967.000,0.000,9541.930
1152,62969.500,0.000,10007.390
1153,62305.000,0.000,10472.850
1154,59607.000,0.000,10938.310
1155,59084.500,0.000,11636.500
1156,56898.500,0.000,12567.420
1157,55617.500,0.000,13032.880
1158,56861.500,0.000,13265.610
1159,60901.000,0.000,13265.610
1160,66175.500,0.000,13265.610
1161,68667.500,376.320,13265.610
1162,69687.000,940.800,13265.610
1163,69664.000,1693.440,12800.150
1164,69537.000,2257.920,12334.690
1165,70232.500,2634.240,12101.960
1166,69779.000,2634.240,12101.960
1167,67773.000,2634.240,12101.960
1168,65427.500,2257.920,11869.230
1169,64149.000,1505.280,11636.500
1170,63703.500,564.480,10938.310
1171,65940.500,0.000,10007.390
1172,70623.500,0.000,8611.010
1173,67796.000,0.000,7447.360
1174,63613.500,0.000,7214.630
1175,61525.500,0.000,6749.170
1176,63238.000,0.000,6516.440
1177,62147.000,0.000,6516.440
1178,59445.000,0.000,6050.980
1179,59006.500,0.000,5818.250
1180,56682.500,0.000,5818.250
1181,55510.000,0.000,5818.250
1182,56659.500,0.000,5818.250
1183,60582.500,0.000,6050.980
1184,65894.000,0.000,6749.170
1185,68412.500,564.480,7447.360
1186,69304.000,1881.600,7214.630
1187,68435.500,3386.880,6516.440
1188,67429.000,4704.000,6981.900
1189,67422.000,5456.640,7447.360
1190,66092.000,5456.640,7447.360
1191,63051.500,5080.320,7447.360
1192,60360.500,4139.520,7214.630
1193,58685.000,2446.080,6749.170
1194,58097.500,752.640,6749.170
1195,60950.500,0.000,7447.360
1196,65523.500,0.000,8843.740
1197,63205.500,0.000,10007.390
1198,59565.500,0.000,10705.580
1199,57644.000,0.000,11403.770
1200,59505.000,0.000,11636.500
1201,58428.500,0.000,11636.500
1202,55220.000,0.000,11869.230
1203,54228.000,0.000,12101.960
1204,51869.500,0.000,12567.420
1205,50222.000,0.000,12800.150
1206,50187.500,0.000,13032.880
1207,51849.000,0.000,13265.610
1208,54038.500,0.000,13963.800
1209,55634.500,752.640,14196.530
1210,57373.500,2257.920,13963.800
1211,57271.000,3951.360,13498.340
1212,56415.500,4892.160,13265.610
1213,57089.000,5456.640,13498.340
1214,56169.000,5644.800,14196.530
1215,52900.500,5268.480,14661.990
1216,50483.000,4139.520,14661.990
1217,49073.500,2446.080,14429.260
1218,49059.500,752.640,14429.260
1219,52631.000,0.000,14894.720
1220,58082.000,0.000,15127.450
1221,56874.500,0.000,15127.450
1222,54140.500,0.000,14661.990
1223,52816.000,0.000,13731.070
1224,55097.000,0.000,13265.610
1225,54449.000,0.000,12567.420
1226,51744.000,0.000,12101.960
1227,50912.500,0.000,11636.500
1228,48622.500,0.000,11403.770
1229,46882.000,0.000,10938.310
1230,46555.500,0.000,10705.580
1231,47492.500,0.000,10472.850
1232,48827.500,0.000,10472.850
1233,49975.500,752.640,10705.580
1234,52221.500,2446.080,9774.660
1235,53224.000,3763.200,8843.740
1236,53222.000,4704.000,8378.280
1237,54240.500,4892.160,8145.550
1238,53153.000,4892.160,7912.820
1239,49403.000,4139.520,7680.090
1240,47194.000,3198.720,7214.630
1241,46051.000,1881.600,6749.170
1242,46957.000,564.480,6749.170
1243,51764.000,0.000,7680.090
1244,57654.500,0.000,8378.280
1245,56266.000,0.000,9076.470
1246,53577.500,0.000,9309.200
1247,52116.000,0.000,9309.200
1248,54173.000,0.000,9309.200
1249,53583.500,0.000,9309.200
1250,51113.500,0.000,9076.470
1251,50534.000,0.000,8843.740
1252,48448.500,0.000,8145.550
1253,47312.500,0.000,7680.090
1254,48654.500,0.000,7447.360
1255,52943.000,0.000,6981.900
1256,58128.500,0.000,7447.360
1257,61115.000,188.160,7447.360
1258,62995.500,752.640,6981.900
1259,63227.500,1317.120,6283.710
1260,63339.000,1881.600,5585.520
1261,64568.000,2069.760,5120.060
1262,64012.500,2069.760,4887.330
1263,61982.500,1881.600,4654.600
1264,59955.000,1317.120,4421.870
1265,58644.000,752.640,4189.140
1266,58026.500,376.320,4421.870
1267,60280.000,0.000,5352.790
1268,64801.000,0.000,6283.710
1269,61464.000,0.000,6283.710
1270,57592.000,0.000,6283.710
1271,55555.000,0.000,5818.250
1272,57370.500,0.000,5585.520
1273,56026.500,0.000,6283.710
1274,52932.500,0.000,6981.900
1275,52400.000,0.000,7680.090
1276,50198.000,0.000,7680.090
1277,48982.500,0.000,7912.820
1278,50237.000,0.000,7912.820
1279,54559.500,0.000,8145.550
1280,59609.000,0.000,8843.740
1281,62244.000,564.480,9076.470
1282,62893.000,2069.760,8611.010
1283,61824.000,3951.360,8843.740
1284,60595.500,5644.800,9774.660
1285,60650.000,6397.440,10938.310
1286,59613.500,6585.600,11636.500
1287,57170.500,6021.120,11636.500
1288,54898.500,5080.320,11869.230
1289,53273.000,3386.880,10938.310
1290,52117.000,1317.120,8843.740
1291,54449.000,188.160,7912.820
1292,60883.000,0.000,8378.280
1293,58881.500,0.000,9309.200
1294,55010.000,0.000,9774.660
1295,53241.500,0.000,9774.660
1296,55411.000,0.000,10007.390
1297,54562.000,0.000,10007.390
1298,51740.000,0.000,9774.660
1299,51340.000,0.000,9541.930
1300,49282.000,0.000,9541.930
1301,48067.500,0.000,9309.200
1302,49211.000,0.000,8843.740
1303,53309.500,0.000,8843.740
1304,57926.000,0.000,8843.740
1305,60591.500,752.640,8378.280
1306,61424.000,2822.400,7447.360
1307,60136.500,4704.000,6050.980
1308,58850.500,6585.600,5818.250
1309,58900.000,7526.400,6283.710
1310,57679.000,7714.560,6981.900
1311,55346.000,7150.080,7447.360
1312,52953.000,5832.960,7447.360
1313,51392.000,3763.200,6516.440
1314,50798.000,1317.120,5585.520
1315,53532.500,188.160,5585.520
1316,60137.500,0.000,6516.440
1317,57840.000,0.000,7447.360
1318,54133.000,0.000,8145.550
1319,52410.500,0.000,8145.550
1320,54524.000,0.000,7912.820
1321,53755.500,0.000,7680.090
1322,51073.000,0.000,7214.630
1323,50719.000,0.000,6516.440
1324,48524.000,0.000,5818.250
1325,47397.500,0.000,5352.790
1326,48745.000,0.000,5120.060
1327,52782.000,0.000,5120.060
1328,58035.500,0.000,5120.060
1329,60700.000,940.800,5120.060
1330,61193.000,2822.400,4189.140
1331,60097.500,4327.680,2792.760
1332,59287.500,5644.800,2327.300
1333,59511.500,6209.280,2094.570
1334,58569.000,6397.440,1861.840
1335,56212.000,5832.960,1629.110
1336,54172.000,4515.840,1629.110
1337,52991.000,2634.240,1629.110
1338,52873.500,940.800,1629.110
1339,55686.000,0.000,1861.840
1340,61563.000,0.000,2327.300
1341,59087.000,0.000,2560.030
1342,55482.500,0.000,2560.030
1343,53707.500,0.000,2792.760
1344,55684.000,0.000,2560.030
1345,54836.000,0.000,2560.030
1346,52091.000,0.000,2560.030
1347,51754.500,0.000,2560.030
1348,49691.500,0.000,2560.030
1349,48620.000,0.000,2560.030
1350,49907.000,0.000,2792.760
1351,54148.500,0.000,2792.760
1352,59595.500,0.000,2792.760
1353,62520.500,752.640,3025.490
1354,63327.500,2446.080,2792.760
1355,62173.500,3951.360,2560.030
1356,60934.500,4892.160,2792.760
1357,60897.000,5456.640,3258.220
1358,59936.500,5456.640,3956.410
1359,57499.000,5080.320,4189.140
1360,55174.500,4139.520,4421.870
1361,53722.500,2634.240,4421.870
1362,53678.000,1128.960,4189.140
1363,56590.500,188.160,4421.870
1364,61953.500,0.000,5352.790
1365,60339.000,0.000,6050.980
1366,57037.500,0.000,6749.170
1367,55696.500,0.000,6749.170
1368,57812.000,0.000,6981.900
1369,57106.000,0.000,6749.170
1370,54244.000,0.000,6749.170
1371,53552.000,0.000,6749.170
1372,51315.500,0.000,6981.900
1373,49912.000,0.000,6981.900
1374,50322.000,0.000,6981.900
1375,52140.500,0.000,6981.900
1376,54563.500,0.000,7214.630
1377,56799.000,1128.960,6981.900
1378,58730.000,3198.720,6050.980
1379,58416.000,5268.480,5818.250
1380,57257.000,6773.760,7447.360
1381,57955.000,7338.240,9076.470
1382,56914.000,7338.240,9541.930
1383,53562.500,6961.920,9774.660
1384,51271.000,5644.800,10240.120
1385,49872.000,3951.360,10705.580
1386,49810.500,1693.440,10472.850
1387,52952.500,188.160,10007.390
1388,59677.000,0.000,10472.850
1389,59161.000,0.000,10705.580
1390,56429.500,0.000,10472.850
1391,55228.000,0.000,10240.120
1392,57699.000,0.000,10007.390
1393,57063.000,0.000,9774.660
1394,54368.500,0.000,9541.930
1395,53830.000,0.000,9309.200
1396,51664.000,0.000,9076.470
1397,50168.500,0.000,9076.470
1398,50075.000,0.000,8611.010
1399,51363.500,0.000,8378.280
1400,52850.000,0.000,8378.280
1401,54301.500,1128.960,7912.820
1402,56338.000,3386.880,6981.900
1403,56760.000,5456.640,6516.440
1404,56130.000,6773.760,6050.980
1405,56497.500,7338.240,6050.980
1406,54935.000,7338.240,6749.170
1407,50543.000,6773.760,6981.900
1408,47727.000,5456.640,6981.900
1409,46484.000,3575.040,6981.900
1410,47025.500,1505.280,6749.170
1411,51796.500,188.160,6749.170
1412,59332.000,0.000,7912.820
1413,58914.000,0.000,8378.280
1414,56442.500,0.000,8145.550
1415,55005.500,0.000,7912.820
1416,57266.500,0.000,7680.090
1417,56808.500,0.000,7214.630
1418,54672.500,0.000,6981.900
1419,54572.500,0.000,6516.440
1420,52775.500,0.000,6050.980
1421,51886.500,0.000,5585.520
1422,53955.500,0.000,5352.790
1423,59008.500,0.000,5120.060
1424,65082.500,188.160,5352.790
1425,68191.000,1505.280,5585.520
1426,68285.500,3951.360,4189.140
1427,66105.000,6021.120,2792.760
1428,63858.000,7338.240,2327.300
1429,63355.000,7902.720,2327.300
1430,61780.500,7902.720,2327.300
1431,58717.000,7150.080,2560.030
1432,56080.500,5832.960,3025.490
1433,54529.500,3763.200,3025.490
1434,54333.500,1505.280,3025.490
1435,57603.500,188.160,3490.950
1436,64709.000,0.000,4654.600
1437,62701.000,0.000,5352.790
1438,58776.500,0.000,5818.250
1439,56995.000,0.000,6050.980
1440,59220.500,0.000,6050.980
1441,58194.500,0.000,5585.520
1442,55593.000,0.000,5352.790
1443,55299.500,0.000,5120.060
1444,53405.000,0.000,4887.330
1445,52410.000,0.000,4654.600
1446,54040.500,0.000,4654.600
1447,58918.500,0.000,4654.600
1448,64693.500,0.000,4421.870
1449,67533.500,940.800,4421.870
1450,67670.000,2634.240,3723.680
1451,65844.000,4139.520,2792.760
1452,64068.500,5080.320,2094.570
1453,63766.000,5268.480,2094.570
1454,62442.000,5080.320,1861.840
1455,59769.000,4515.840,2094.570
1456,57229.000,3575.040,2094.570
1457,55750.500,2257.920,2094.570
1458,55501.500,940.800,2094.570
1459,58318.500,188.160,2094.570
1460,64533.500,0.000,2560.030
1461,62097.500,0.000,2792.760
1462,58239.500,0.000,3025.490
1463,56339.000,0.000,3258.220
1464,58274.500,0.000,3025.490
1465,57315.000,0.000,3025.490
1466,54395.000,0.000,2792.760
1467,53810.500,0.000,2560.030
1468,51723.000,0.000,2560.030
1469,50543.500,0.000,2327.300
1470,51892.000,0.000,2094.570
1471,56236.000,0.000,1861.840
1472,61687.000,0.000,1861.840
1473,64847.000,376.320,1629.110
1474,66249.000,1505.280,1396.380
